# DOC.DOC@Hungerford_Brook.20221001.csv generated at 2025-05-19 18:35:50 (UTC-04:00) by AQUARIUS Time-Series 21.3.212.0
# 
# Time-series identifier: DOC.DOC@Hungerford Brook
# Location: NEWRnet Hungerford Brook
# UTC offset: (UTC-04:00)
# Value units: mg/l
# Value parameter: DOC
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from 2022-10-01T04:00:00Z to 2023-09-30T04:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC-04:00),Value,Approval Level,Grade,Qualifiers
2022-10-01T04:01:40Z,2022-10-01 00:01:40,8.688507,Working,0,
2022-10-01T04:16:40Z,2022-10-01 00:16:40,8.729539,Working,0,
2022-10-01T04:31:40Z,2022-10-01 00:31:40,8.694939,Working,0,
2022-10-01T04:46:40Z,2022-10-01 00:46:40,8.756343,Working,0,
2022-10-01T05:01:40Z,2022-10-01 01:01:40,8.668126,Working,0,
2022-10-01T05:16:40Z,2022-10-01 01:16:40,8.661156,Working,0,
2022-10-01T05:31:40Z,2022-10-01 01:31:40,8.712166,Working,0,
2022-10-01T05:46:40Z,2022-10-01 01:46:40,8.625518,Working,0,
2022-10-01T06:01:40Z,2022-10-01 02:01:40,8.720575,Working,0,
2022-10-01T06:16:40Z,2022-10-01 02:16:40,8.659909,Working,0,
2022-10-01T06:31:40Z,2022-10-01 02:31:40,8.639335,Working,0,
2022-10-01T06:46:40Z,2022-10-01 02:46:40,8.613133,Working,0,
2022-10-01T07:01:40Z,2022-10-01 03:01:40,8.608057,Working,0,
2022-10-01T07:16:40Z,2022-10-01 03:16:40,8.571694,Working,0,
2022-10-01T07:31:40Z,2022-10-01 03:31:40,8.59071,Working,0,
2022-10-01T07:46:40Z,2022-10-01 03:46:40,8.566319,Working,0,
2022-10-01T08:01:40Z,2022-10-01 04:01:40,8.539839,Working,0,
2022-10-01T08:16:40Z,2022-10-01 04:16:40,8.565195,Working,0,
2022-10-01T08:31:40Z,2022-10-01 04:31:40,8.455798,Working,0,
2022-10-01T08:46:40Z,2022-10-01 04:46:40,8.497586,Working,0,
2022-10-01T09:01:40Z,2022-10-01 05:01:40,8.530455,Working,0,
2022-10-01T09:16:40Z,2022-10-01 05:16:40,8.466621,Working,0,
2022-10-01T09:31:40Z,2022-10-01 05:31:40,8.482708,Working,0,
2022-10-01T09:46:40Z,2022-10-01 05:46:40,8.494676,Working,0,
2022-10-01T10:01:40Z,2022-10-01 06:01:40,8.489537,Working,0,
2022-10-01T10:16:40Z,2022-10-01 06:16:40,8.458996,Working,0,
2022-10-01T10:31:40Z,2022-10-01 06:31:40,8.473886,Working,0,
2022-10-01T10:46:40Z,2022-10-01 06:46:40,8.456606,Working,0,
2022-10-01T11:01:40Z,2022-10-01 07:01:40,8.442883,Working,0,
2022-10-01T11:16:40Z,2022-10-01 07:16:40,8.457507,Working,0,
2022-10-01T11:31:40Z,2022-10-01 07:31:40,8.393768,Working,0,
2022-10-01T11:46:40Z,2022-10-01 07:46:40,8.394124,Working,0,
2022-10-01T12:01:40Z,2022-10-01 08:01:40,8.454547,Working,0,
2022-10-01T12:16:40Z,2022-10-01 08:16:40,8.407866,Working,0,
2022-10-01T12:31:40Z,2022-10-01 08:31:40,8.4231,Working,0,
2022-10-01T12:46:40Z,2022-10-01 08:46:40,8.412491,Working,0,
2022-10-01T13:01:40Z,2022-10-01 09:01:40,5.706035,Working,0,
2022-10-01T13:16:40Z,2022-10-01 09:16:40,8.349995,Working,0,
2022-10-01T13:31:40Z,2022-10-01 09:31:40,8.295443,Working,0,
2022-10-01T13:46:40Z,2022-10-01 09:46:40,8.32481,Working,0,
2022-10-01T14:01:40Z,2022-10-01 10:01:40,8.268301,Working,0,
2022-10-01T14:16:40Z,2022-10-01 10:16:40,8.327015,Working,0,
2022-10-01T14:31:40Z,2022-10-01 10:31:40,8.30788,Working,0,
2022-10-01T14:46:40Z,2022-10-01 10:46:40,8.243784,Working,0,
2022-10-01T15:01:40Z,2022-10-01 11:01:40,8.264152,Working,0,
2022-10-01T15:16:40Z,2022-10-01 11:16:40,8.262859,Working,0,
2022-10-01T15:31:40Z,2022-10-01 11:31:40,8.258558,Working,0,
2022-10-01T15:46:40Z,2022-10-01 11:46:40,8.263424,Working,0,
2022-10-01T16:01:40Z,2022-10-01 12:01:40,8.252352,Working,0,
2022-10-01T16:16:40Z,2022-10-01 12:16:40,8.227073,Working,0,
2022-10-01T16:31:40Z,2022-10-01 12:31:40,8.17417,Working,0,
2022-10-01T16:46:40Z,2022-10-01 12:46:40,8.148916,Working,0,
2022-10-01T17:01:40Z,2022-10-01 13:01:40,8.173594,Working,0,
2022-10-01T17:16:40Z,2022-10-01 13:16:40,8.185442,Working,0,
2022-10-01T17:31:40Z,2022-10-01 13:31:40,8.150708,Working,0,
2022-10-01T17:46:40Z,2022-10-01 13:46:40,8.134869,Working,0,
2022-10-01T18:01:40Z,2022-10-01 14:01:40,8.150331,Working,0,
2022-10-01T18:16:40Z,2022-10-01 14:16:40,8.120417,Working,0,
2022-10-01T18:31:40Z,2022-10-01 14:31:40,8.10737,Working,0,
2022-10-01T18:46:40Z,2022-10-01 14:46:40,8.105338,Working,0,
2022-10-01T19:01:40Z,2022-10-01 15:01:40,8.112246,Working,0,
2022-10-01T19:16:40Z,2022-10-01 15:16:40,8.090962,Working,0,
2022-10-01T19:31:40Z,2022-10-01 15:31:40,8.054169,Working,0,
2022-10-01T19:46:40Z,2022-10-01 15:46:40,8.03931,Working,0,
2022-10-01T20:01:40Z,2022-10-01 16:01:40,8.042225,Working,0,
2022-10-01T20:16:40Z,2022-10-01 16:16:40,8.038643,Working,0,
2022-10-01T20:31:40Z,2022-10-01 16:31:40,7.985672,Working,0,
2022-10-01T20:46:40Z,2022-10-01 16:46:40,7.994076,Working,0,
2022-10-01T21:01:40Z,2022-10-01 17:01:40,7.961932,Working,0,
2022-10-01T21:16:40Z,2022-10-01 17:16:40,8.016525,Working,0,
2022-10-01T21:31:40Z,2022-10-01 17:31:40,7.962027,Working,0,
2022-10-01T21:46:40Z,2022-10-01 17:46:40,7.920364,Working,0,
2022-10-01T22:01:40Z,2022-10-01 18:01:40,7.968649,Working,0,
2022-10-01T22:16:40Z,2022-10-01 18:16:40,7.987134,Working,0,
2022-10-01T22:31:40Z,2022-10-01 18:31:40,7.959989,Working,0,
2022-10-01T22:46:40Z,2022-10-01 18:46:40,7.876322,Working,0,
2022-10-01T23:01:40Z,2022-10-01 19:01:40,7.931227,Working,0,
2022-10-01T23:16:40Z,2022-10-01 19:16:40,7.924833,Working,0,
2022-10-01T23:31:40Z,2022-10-01 19:31:40,7.872239,Working,0,
2022-10-01T23:46:40Z,2022-10-01 19:46:40,7.919404,Working,0,
2022-10-02T00:01:40Z,2022-10-01 20:01:40,7.872172,Working,0,
2022-10-02T00:16:40Z,2022-10-01 20:16:40,7.836243,Working,0,
2022-10-02T00:31:40Z,2022-10-01 20:31:40,7.830922,Working,0,
2022-10-02T00:46:40Z,2022-10-01 20:46:40,7.857517,Working,0,
2022-10-02T01:01:40Z,2022-10-01 21:01:40,7.827087,Working,0,
2022-10-02T01:16:40Z,2022-10-01 21:16:40,7.822265,Working,0,
2022-10-02T01:31:40Z,2022-10-01 21:31:40,7.797163,Working,0,
2022-10-02T01:46:40Z,2022-10-01 21:46:40,7.814617,Working,0,
2022-10-02T02:01:40Z,2022-10-01 22:01:40,7.810818,Working,0,
2022-10-02T02:16:40Z,2022-10-01 22:16:40,7.780717,Working,0,
2022-10-02T02:31:40Z,2022-10-01 22:31:40,7.788811,Working,0,
2022-10-02T02:46:40Z,2022-10-01 22:46:40,7.796969,Working,0,
2022-10-02T03:01:40Z,2022-10-01 23:01:40,7.778006,Working,0,
2022-10-02T03:16:40Z,2022-10-01 23:16:40,7.749143,Working,0,
2022-10-02T03:31:40Z,2022-10-01 23:31:40,7.758603,Working,0,
2022-10-02T03:46:40Z,2022-10-01 23:46:40,7.733014,Working,0,
2022-10-02T04:01:40Z,2022-10-02 00:01:40,7.722443,Working,0,
2022-10-02T04:16:40Z,2022-10-02 00:16:40,7.699745,Working,0,
2022-10-02T04:31:40Z,2022-10-02 00:31:40,7.701167,Working,0,
2022-10-02T04:46:40Z,2022-10-02 00:46:40,7.69523,Working,0,
2022-10-02T05:01:40Z,2022-10-02 01:01:40,7.668984,Working,0,
2022-10-02T05:16:40Z,2022-10-02 01:16:40,7.701037,Working,0,
2022-10-02T05:31:40Z,2022-10-02 01:31:40,7.677458,Working,0,
2022-10-02T05:46:40Z,2022-10-02 01:46:40,7.689441,Working,0,
2022-10-02T06:01:40Z,2022-10-02 02:01:40,7.704996,Working,0,
2022-10-02T06:16:40Z,2022-10-02 02:16:40,7.669136,Working,0,
2022-10-02T06:31:40Z,2022-10-02 02:31:40,7.671972,Working,0,
2022-10-02T06:46:40Z,2022-10-02 02:46:40,7.643535,Working,0,
2022-10-02T07:01:40Z,2022-10-02 03:01:40,7.653988,Working,0,
2022-10-02T07:16:40Z,2022-10-02 03:16:40,7.586945,Working,0,
2022-10-02T07:31:40Z,2022-10-02 03:31:40,7.560878,Working,0,
2022-10-02T07:46:40Z,2022-10-02 03:46:40,7.635692,Working,0,
2022-10-02T08:01:40Z,2022-10-02 04:01:40,7.576972,Working,0,
2022-10-02T08:16:40Z,2022-10-02 04:16:40,7.550502,Working,0,
2022-10-02T08:31:40Z,2022-10-02 04:31:40,7.577559,Working,0,
2022-10-02T08:46:40Z,2022-10-02 04:46:40,7.56805,Working,0,
2022-10-02T09:01:40Z,2022-10-02 05:01:40,7.55205,Working,0,
2022-10-02T09:16:40Z,2022-10-02 05:16:40,7.56704,Working,0,
2022-10-02T09:31:40Z,2022-10-02 05:31:40,7.542546,Working,0,
2022-10-02T09:46:40Z,2022-10-02 05:46:40,7.586134,Working,0,
2022-10-02T10:01:40Z,2022-10-02 06:01:40,7.545345,Working,0,
2022-10-02T10:16:40Z,2022-10-02 06:16:40,7.516906,Working,0,
2022-10-02T10:31:40Z,2022-10-02 06:31:40,7.514459,Working,0,
2022-10-02T10:46:40Z,2022-10-02 06:46:40,7.481346,Working,0,
2022-10-02T11:01:40Z,2022-10-02 07:01:40,7.496484,Working,0,
2022-10-02T11:16:40Z,2022-10-02 07:16:40,7.491757,Working,0,
2022-10-02T11:31:40Z,2022-10-02 07:31:40,7.478644,Working,0,
2022-10-02T11:46:40Z,2022-10-02 07:46:40,7.497975,Working,0,
2022-10-02T12:01:40Z,2022-10-02 08:01:40,7.462553,Working,0,
2022-10-02T12:16:40Z,2022-10-02 08:16:40,7.455652,Working,0,
2022-10-02T12:31:40Z,2022-10-02 08:31:40,7.450924,Working,0,
2022-10-02T12:46:40Z,2022-10-02 08:46:40,7.469806,Working,0,
2022-10-02T13:01:40Z,2022-10-02 09:01:40,7.41004,Working,0,
2022-10-02T13:16:40Z,2022-10-02 09:16:40,7.428309,Working,0,
2022-10-02T13:31:40Z,2022-10-02 09:31:40,7.445059,Working,0,
2022-10-02T13:46:40Z,2022-10-02 09:46:40,7.447159,Working,0,
2022-10-02T14:01:40Z,2022-10-02 10:01:40,7.400163,Working,0,
2022-10-02T14:16:40Z,2022-10-02 10:16:40,7.465613,Working,0,
2022-10-02T14:31:40Z,2022-10-02 10:31:40,7.399245,Working,0,
2022-10-02T14:46:40Z,2022-10-02 10:46:40,7.469094,Working,0,
2022-10-02T15:01:40Z,2022-10-02 11:01:40,7.433223,Working,0,
2022-10-02T15:16:40Z,2022-10-02 11:16:40,7.442395,Working,0,
2022-10-02T15:31:40Z,2022-10-02 11:31:40,7.400217,Working,0,
2022-10-02T15:46:40Z,2022-10-02 11:46:40,7.421072,Working,0,
2022-10-02T16:01:40Z,2022-10-02 12:01:40,7.423388,Working,0,
2022-10-02T16:16:40Z,2022-10-02 12:16:40,7.408998,Working,0,
2022-10-02T16:31:40Z,2022-10-02 12:31:40,7.395758,Working,0,
2022-10-02T16:46:40Z,2022-10-02 12:46:40,7.377709,Working,0,
2022-10-02T17:01:40Z,2022-10-02 13:01:40,7.357129,Working,0,
2022-10-02T17:16:40Z,2022-10-02 13:16:40,7.395875,Working,0,
2022-10-02T17:31:40Z,2022-10-02 13:31:40,7.386706,Working,0,
2022-10-02T17:46:40Z,2022-10-02 13:46:40,7.411624,Working,0,
2022-10-02T18:01:40Z,2022-10-02 14:01:40,7.38001,Working,0,
2022-10-02T18:16:40Z,2022-10-02 14:16:40,7.328337,Working,0,
2022-10-02T18:31:40Z,2022-10-02 14:31:40,7.377696,Working,0,
2022-10-02T18:46:40Z,2022-10-02 14:46:40,7.414667,Working,0,
2022-10-02T19:01:40Z,2022-10-02 15:01:40,7.383003,Working,0,
2022-10-02T19:16:40Z,2022-10-02 15:16:40,7.366732,Working,0,
2022-10-02T19:31:40Z,2022-10-02 15:31:40,7.348023,Working,0,
2022-10-02T19:46:40Z,2022-10-02 15:46:40,7.293356,Working,0,
2022-10-02T20:01:40Z,2022-10-02 16:01:40,7.361354,Working,0,
2022-10-02T20:16:40Z,2022-10-02 16:16:40,7.358239,Working,0,
2022-10-02T20:31:40Z,2022-10-02 16:31:40,7.286684,Working,0,
2022-10-02T20:46:40Z,2022-10-02 16:46:40,7.297487,Working,0,
2022-10-02T21:01:40Z,2022-10-02 17:01:40,7.330642,Working,0,
2022-10-02T21:16:40Z,2022-10-02 17:16:40,7.273456,Working,0,
2022-10-02T21:31:40Z,2022-10-02 17:31:40,7.289339,Working,0,
2022-10-02T21:46:40Z,2022-10-02 17:46:40,7.308464,Working,0,
2022-10-02T22:01:40Z,2022-10-02 18:01:40,7.312965,Working,0,
2022-10-02T22:16:40Z,2022-10-02 18:16:40,7.298994,Working,0,
2022-10-02T22:31:40Z,2022-10-02 18:31:40,7.261934,Working,0,
