# Turbidity,_Form_Neph.Turbidity@Hungerford_Brook.20221001.csv generated at 2026-01-13 16:32:31 (UTC-05:00) by AQUARIUS Time-Series 21.3.212.0
# 
# Time-series identifier: Turbidity, Form Neph.Turbidity@Hungerford Brook
# Location: NEWRnet Hungerford Brook
# UTC offset: (UTC-04:00)
# Value units: _FNU
# Value parameter: Turbidity, Form Neph
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from 2022-10-01T04:00:00Z to 2025-09-30T04:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC-04:00),Value,Approval Level,Grade,Qualifiers
2022-10-01T04:02:00Z,2022-10-01 00:02:00,6.92,Working,0,
2022-10-01T04:17:00Z,2022-10-01 00:17:00,6.54,Working,0,
2022-10-01T04:32:00Z,2022-10-01 00:32:00,7.01,Working,0,
2022-10-01T04:47:00Z,2022-10-01 00:47:00,7.17,Working,0,
2022-10-01T05:02:00Z,2022-10-01 01:02:00,6.94,Working,0,
2022-10-01T05:17:00Z,2022-10-01 01:17:00,6.94,Working,0,
2022-10-01T05:32:00Z,2022-10-01 01:32:00,6.32,Working,0,
2022-10-01T05:47:00Z,2022-10-01 01:47:00,6.34,Working,0,
2022-10-01T06:02:00Z,2022-10-01 02:02:00,6.59,Working,0,
2022-10-01T06:17:00Z,2022-10-01 02:17:00,6.11,Working,0,
2022-10-01T06:32:00Z,2022-10-01 02:32:00,6.2,Working,0,
2022-10-01T06:47:00Z,2022-10-01 02:47:00,6.4,Working,0,
2022-10-01T07:02:00Z,2022-10-01 03:02:00,5.94,Working,0,
2022-10-01T07:17:00Z,2022-10-01 03:17:00,6,Working,0,
2022-10-01T07:32:00Z,2022-10-01 03:32:00,6.59,Working,0,
2022-10-01T07:47:00Z,2022-10-01 03:47:00,6.09,Working,0,
2022-10-01T08:02:00Z,2022-10-01 04:02:00,5.97,Working,0,
2022-10-01T08:17:00Z,2022-10-01 04:17:00,6.06,Working,0,
2022-10-01T08:32:00Z,2022-10-01 04:32:00,6.18,Working,0,
2022-10-01T08:47:00Z,2022-10-01 04:47:00,6.19,Working,0,
2022-10-01T09:02:00Z,2022-10-01 05:02:00,5.97,Working,0,
2022-10-01T09:17:00Z,2022-10-01 05:17:00,6.47,Working,0,
2022-10-01T09:32:00Z,2022-10-01 05:32:00,6.17,Working,0,
2022-10-01T09:47:00Z,2022-10-01 05:47:00,6.39,Working,0,
2022-10-01T10:02:00Z,2022-10-01 06:02:00,6.47,Working,0,
2022-10-01T10:17:00Z,2022-10-01 06:17:00,6.37,Working,0,
2022-10-01T10:32:00Z,2022-10-01 06:32:00,6.31,Working,0,
2022-10-01T10:47:00Z,2022-10-01 06:47:00,6.03,Working,0,
2022-10-01T11:02:00Z,2022-10-01 07:02:00,6.35,Working,0,
2022-10-01T11:17:00Z,2022-10-01 07:17:00,6.35,Working,0,
2022-10-01T11:32:00Z,2022-10-01 07:32:00,6.19,Working,0,
2022-10-01T11:47:00Z,2022-10-01 07:47:00,5.85,Working,0,
2022-10-01T12:02:00Z,2022-10-01 08:02:00,6.03,Working,0,
2022-10-01T12:17:00Z,2022-10-01 08:17:00,5.38,Working,0,
2022-10-01T12:32:00Z,2022-10-01 08:32:00,5.75,Working,0,
2022-10-01T12:47:00Z,2022-10-01 08:47:00,5.69,Working,0,
2022-10-01T13:02:00Z,2022-10-01 09:02:00,5.44,Working,0,
2022-10-01T13:17:00Z,2022-10-01 09:17:00,5.69,Working,0,
2022-10-01T13:32:00Z,2022-10-01 09:32:00,5.36,Working,0,
2022-10-01T13:47:00Z,2022-10-01 09:47:00,5.13,Working,0,
2022-10-01T14:02:00Z,2022-10-01 10:02:00,5.28,Working,0,
2022-10-01T14:17:00Z,2022-10-01 10:17:00,5.01,Working,0,
2022-10-01T14:32:00Z,2022-10-01 10:32:00,5.14,Working,0,
2022-10-01T14:47:00Z,2022-10-01 10:47:00,5.07,Working,0,
2022-10-01T15:02:00Z,2022-10-01 11:02:00,5.14,Working,0,
2022-10-01T15:17:00Z,2022-10-01 11:17:00,5.01,Working,0,
2022-10-01T15:32:00Z,2022-10-01 11:32:00,5.12,Working,0,
2022-10-01T15:47:00Z,2022-10-01 11:47:00,4.93,Working,0,
2022-10-01T16:02:00Z,2022-10-01 12:02:00,4.98,Working,0,
2022-10-01T16:17:00Z,2022-10-01 12:17:00,5.05,Working,0,
2022-10-01T16:32:00Z,2022-10-01 12:32:00,4.94,Working,0,
2022-10-01T16:47:00Z,2022-10-01 12:47:00,5.18,Working,0,
2022-10-01T17:02:00Z,2022-10-01 13:02:00,5.13,Working,0,
2022-10-01T17:17:00Z,2022-10-01 13:17:00,5.34,Working,0,
2022-10-01T17:32:00Z,2022-10-01 13:32:00,5.35,Working,0,
2022-10-01T17:47:00Z,2022-10-01 13:47:00,5.32,Working,0,
2022-10-01T18:02:00Z,2022-10-01 14:02:00,5.18,Working,0,
2022-10-01T18:17:00Z,2022-10-01 14:17:00,5.26,Working,0,
2022-10-01T18:32:00Z,2022-10-01 14:32:00,5.19,Working,0,
2022-10-01T18:47:00Z,2022-10-01 14:47:00,5.35,Working,0,
2022-10-01T19:02:00Z,2022-10-01 15:02:00,5.16,Working,0,
2022-10-01T19:17:00Z,2022-10-01 15:17:00,5.3,Working,0,
2022-10-01T19:32:00Z,2022-10-01 15:32:00,5.46,Working,0,
2022-10-01T19:47:00Z,2022-10-01 15:47:00,5.6,Working,0,
2022-10-01T20:02:00Z,2022-10-01 16:02:00,5.6,Working,0,
2022-10-01T20:17:00Z,2022-10-01 16:17:00,5.58,Working,0,
2022-10-01T20:32:00Z,2022-10-01 16:32:00,5.52,Working,0,
2022-10-01T20:47:00Z,2022-10-01 16:47:00,5.47,Working,0,
2022-10-01T21:02:00Z,2022-10-01 17:02:00,5.54,Working,0,
2022-10-01T21:17:00Z,2022-10-01 17:17:00,5.87,Working,0,
2022-10-01T21:32:00Z,2022-10-01 17:32:00,5.81,Working,0,
2022-10-01T21:47:00Z,2022-10-01 17:47:00,5.87,Working,0,
2022-10-01T22:02:00Z,2022-10-01 18:02:00,5.71,Working,0,
2022-10-01T22:17:00Z,2022-10-01 18:17:00,5.84,Working,0,
2022-10-01T22:32:00Z,2022-10-01 18:32:00,5.83,Working,0,
2022-10-01T22:47:00Z,2022-10-01 18:47:00,6.14,Working,0,
2022-10-01T23:02:00Z,2022-10-01 19:02:00,6.18,Working,0,
2022-10-01T23:17:00Z,2022-10-01 19:17:00,6.14,Working,0,
2022-10-01T23:32:00Z,2022-10-01 19:32:00,6.75,Working,0,
2022-10-01T23:47:00Z,2022-10-01 19:47:00,6.68,Working,0,
2022-10-02T00:02:00Z,2022-10-01 20:02:00,6.8,Working,0,
2022-10-02T00:17:00Z,2022-10-01 20:17:00,7.36,Working,0,
2022-10-02T00:32:00Z,2022-10-01 20:32:00,7.57,Working,0,
2022-10-02T00:47:00Z,2022-10-01 20:47:00,7.36,Working,0,
