"","Timestamp","Temperature.SoilTemp_15cm@WD_pit1","Temperature.SoilTemp_30cm@WD_pit1","Temperature.SoilTemp_45cm@WD_pit1","Volumetric Water Content.VWC_15cm@WD_pit1"
"1",2021-10-01 01:00:00,11.5,12.4,13.1,0.234
"2",2021-10-01 01:15:00,11.5,12.4,13.1,0.234
"3",2021-10-01 01:30:00,11.5,12.4,13.1,0.234
"4",2021-10-01 01:45:00,11.5,12.4,13.1,0.234
"5",2021-10-01 02:00:00,11.5,12.4,13.1,0.234
"6",2021-10-01 02:15:00,11.5,12.4,13.1,0.234
"7",2021-10-01 02:30:00,11.5,12.4,13.1,0.234
"8",2021-10-01 02:45:00,11.4,12.4,13.1,0.234
"9",2021-10-01 03:00:00,11.4,12.4,13.1,0.234
"10",2021-10-01 03:15:00,11.4,12.4,13.1,0.234
"11",2021-10-01 03:30:00,11.4,12.4,13.1,0.234
"12",2021-10-01 03:45:00,11.3,12.4,13.1,0.234
"13",2021-10-01 04:00:00,11.3,12.4,13.1,0.234
"14",2021-10-01 04:15:00,11.3,12.4,13.1,0.234
"15",2021-10-01 04:30:00,11.3,12.4,13.1,0.234
"16",2021-10-01 04:45:00,11.3,12.4,13.1,0.234
"17",2021-10-01 05:00:00,11.3,12.4,13.1,0.234
"18",2021-10-01 05:15:00,11.3,12.4,13.1,0.234
"19",2021-10-01 05:30:00,11.2,12.4,13.1,0.234
"20",2021-10-01 05:45:00,11.3,12.3,13.1,0.234
"21",2021-10-01 06:00:00,11.2,12.3,13.1,0.234
"22",2021-10-01 06:15:00,11.2,12.3,13.1,0.234
"23",2021-10-01 06:30:00,11.2,12.3,13.1,0.234
"24",2021-10-01 06:45:00,11.2,12.3,13.1,0.234
"25",2021-10-01 07:00:00,11.2,12.3,13,0.234
"26",2021-10-01 07:15:00,11.2,12.3,13.1,0.234
"27",2021-10-01 07:30:00,11.2,12.3,13.1,0.234
"28",2021-10-01 07:45:00,11.2,12.3,13.1,0.234
"29",2021-10-01 08:00:00,11.2,12.3,13,0.234
"30",2021-10-01 08:15:00,11.2,12.2,13.1,0.234
"31",2021-10-01 08:30:00,11.2,12.2,13,0.234
"32",2021-10-01 08:45:00,11.2,12.2,13.1,0.234
"33",2021-10-01 09:00:00,11.2,12.2,13,0.234
"34",2021-10-01 09:15:00,11.2,12.2,13,0.234
"35",2021-10-01 09:30:00,11.2,12.2,13,0.234
"36",2021-10-01 09:45:00,11.2,12.2,13,0.234
"37",2021-10-01 10:00:00,11.2,12.2,13,0.234
"38",2021-10-01 10:15:00,11.2,12.2,13,0.234
"39",2021-10-01 10:30:00,11.2,12.2,13,0.234
"40",2021-10-01 10:45:00,11.2,12.2,13,0.234
"41",2021-10-01 11:00:00,11.1,12.2,13,0.234
"42",2021-10-01 11:15:00,11.1,12.2,13,0.234
"43",2021-10-01 11:30:00,11.2,12.2,13,0.234
"44",2021-10-01 11:45:00,11.1,12.2,13,0.234
"45",2021-10-01 12:00:00,11.1,12.1,13,0.234
"46",2021-10-01 12:15:00,11.1,12.1,13,0.234
"47",2021-10-01 12:30:00,11.2,12.1,13,0.234
"48",2021-10-01 12:45:00,11.2,12.1,12.9,0.234
"49",2021-10-01 13:00:00,11.2,12.1,13,0.234
"50",2021-10-01 13:15:00,11.2,12.1,12.9,0.234
"51",2021-10-01 13:30:00,11.2,12.1,13,0.234
"52",2021-10-01 13:45:00,11.2,12.1,13,0.234
"53",2021-10-01 14:00:00,11.2,12.1,12.9,0.234
"54",2021-10-01 14:15:00,11.2,12.1,13,0.234
"55",2021-10-01 14:30:00,11.3,12.1,12.9,0.234
"56",2021-10-01 14:45:00,11.3,12.1,12.9,0.234
"57",2021-10-01 15:00:00,11.3,12.1,12.9,0.234
"58",2021-10-01 15:15:00,11.3,12.1,13,0.234
"59",2021-10-01 15:30:00,11.4,12.1,12.9,0.234
"60",2021-10-01 15:45:00,11.4,12.1,12.9,0.234
"61",2021-10-01 16:00:00,11.5,12.1,12.9,0.234
"62",2021-10-01 16:15:00,11.5,12.1,12.9,0.233
"63",2021-10-01 16:30:00,11.5,12.1,12.9,0.233
"64",2021-10-01 16:45:00,11.5,12.1,12.9,0.233
"65",2021-10-01 17:00:00,11.6,12.1,12.9,0.233
"66",2021-10-01 17:15:00,11.6,12.1,12.8,0.233
"67",2021-10-01 17:30:00,11.6,12.1,12.9,0.233
"68",2021-10-01 17:45:00,11.7,12,12.9,0.233
"69",2021-10-01 18:00:00,11.7,12.1,12.9,0.233
"70",2021-10-01 18:15:00,11.7,12.1,12.9,0.233
"71",2021-10-01 18:30:00,11.7,12.1,12.9,0.233
"72",2021-10-01 18:45:00,11.7,12.1,12.9,0.233
"73",2021-10-01 19:00:00,11.7,12.1,12.8,0.233
"74",2021-10-01 19:15:00,11.7,12.1,12.9,0.233
"75",2021-10-01 19:30:00,11.8,12.1,12.9,0.233
"76",2021-10-01 19:45:00,11.8,12.1,12.8,0.233
"77",2021-10-01 20:00:00,11.8,12.1,12.9,0.233
"78",2021-10-01 20:15:00,11.8,12.1,12.8,0.233
"79",2021-10-01 20:30:00,11.8,12.1,12.9,0.233
"80",2021-10-01 20:45:00,11.8,12.1,12.8,0.233
"81",2021-10-01 21:00:00,11.8,12.1,12.8,0.233
"82",2021-10-01 21:15:00,11.8,12.1,12.8,0.233
"83",2021-10-01 21:30:00,11.8,12.1,12.8,0.233
"84",2021-10-01 21:45:00,11.8,12.1,12.9,0.233
"85",2021-10-01 22:00:00,11.8,12.1,12.8,0.233
"86",2021-10-01 22:15:00,11.8,12.1,12.8,0.233
"87",2021-10-01 22:30:00,11.8,12.2,12.8,0.233
"88",2021-10-01 22:45:00,11.8,12.1,12.8,0.233
"89",2021-10-01 23:00:00,11.8,12.2,12.8,0.233
"90",2021-10-01 23:15:00,11.8,12.2,12.9,0.233
"91",2021-10-01 23:30:00,11.8,12.2,12.8,0.233
"92",2021-10-01 23:45:00,11.8,12.2,12.8,0.233
"93",2021-10-02 00:00:00,11.8,12.2,12.8,0.233
"94",2021-10-02 00:15:00,11.8,12.2,12.8,0.233
"95",2021-10-02 00:30:00,11.8,12.2,12.8,0.233
"96",2021-10-02 00:45:00,11.8,12.2,12.8,0.233
"97",2021-10-02 01:00:00,11.8,12.2,12.8,0.233
"98",2021-10-02 01:15:00,11.7,12.2,12.8,0.233
"99",2021-10-02 01:30:00,11.7,12.2,12.8,0.233
"100",2021-10-02 01:45:00,11.7,12.2,12.8,0.233
"101",2021-10-02 02:00:00,11.7,12.2,12.8,0.233
"102",2021-10-02 02:15:00,11.7,12.2,12.8,0.233
"103",2021-10-02 02:30:00,11.7,12.2,12.7,0.233
"104",2021-10-02 02:45:00,11.7,12.2,12.8,0.233
"105",2021-10-02 03:00:00,11.7,12.2,12.8,0.233
"106",2021-10-02 03:15:00,11.7,12.2,12.8,0.233
"107",2021-10-02 03:30:00,11.7,12.2,12.8,0.233
"108",2021-10-02 03:45:00,11.7,12.2,12.8,0.233
"109",2021-10-02 04:00:00,11.7,12.2,12.8,0.233
"110",2021-10-02 04:15:00,11.7,12.2,12.8,0.233
"111",2021-10-02 04:30:00,11.6,12.2,12.8,0.233
"112",2021-10-02 04:45:00,11.7,12.2,12.8,0.233
"113",2021-10-02 05:00:00,11.7,12.2,12.8,0.234
"114",2021-10-02 05:15:00,11.7,12.2,12.8,0.234
"115",2021-10-02 05:30:00,11.7,12.2,12.8,0.234
"116",2021-10-02 05:45:00,11.6,12.2,12.8,0.234
"117",2021-10-02 06:00:00,11.6,12.2,12.8,0.234
"118",2021-10-02 06:15:00,11.6,12.2,12.8,0.234
"119",2021-10-02 06:30:00,11.6,12.2,12.8,0.234
"120",2021-10-02 06:45:00,11.6,12.2,12.7,0.235
"121",2021-10-02 07:00:00,11.6,12.2,12.8,0.235
"122",2021-10-02 07:15:00,11.6,12.2,12.8,0.235
"123",2021-10-02 07:30:00,11.6,12.2,12.8,0.235
"124",2021-10-02 07:45:00,11.6,12.2,12.8,0.236
"125",2021-10-02 08:00:00,11.6,12.2,12.8,0.236
"126",2021-10-02 08:15:00,11.6,12.2,12.8,0.236
"127",2021-10-02 08:30:00,11.6,12.2,12.8,0.236
"128",2021-10-02 08:45:00,11.6,12.2,12.8,0.236
"129",2021-10-02 09:00:00,11.6,12.2,12.8,0.236
"130",2021-10-02 09:15:00,11.6,12.1,12.8,0.236
"131",2021-10-02 09:30:00,11.6,12.2,12.8,0.237
"132",2021-10-02 09:45:00,11.6,12.2,12.8,0.237
"133",2021-10-02 10:00:00,11.6,12.1,12.7,0.237
"134",2021-10-02 10:15:00,11.6,12.1,12.7,0.237
"135",2021-10-02 10:30:00,11.5,12.1,12.8,0.237
"136",2021-10-02 10:45:00,11.5,12.1,12.8,0.238
"137",2021-10-02 11:00:00,11.5,12.1,12.8,0.238
"138",2021-10-02 11:15:00,11.5,12.1,12.8,0.238
"139",2021-10-02 11:30:00,11.5,12.1,12.8,0.238
"140",2021-10-02 11:45:00,11.5,12.1,12.8,0.239
"141",2021-10-02 12:00:00,11.5,12.1,12.8,0.239
"142",2021-10-02 12:15:00,11.5,12.1,12.8,0.24
"143",2021-10-02 12:30:00,11.5,12.1,12.8,0.24
"144",2021-10-02 12:45:00,11.5,12.1,12.8,0.241
"145",2021-10-02 13:00:00,11.5,12.1,12.7,0.241
"146",2021-10-02 13:15:00,11.5,12.1,12.7,0.242
"147",2021-10-02 13:30:00,11.5,12.1,12.8,0.243
"148",2021-10-02 13:45:00,11.5,12.1,12.7,0.244
"149",2021-10-02 14:00:00,11.5,12.1,12.7,0.245
"150",2021-10-02 14:15:00,11.5,12.1,12.7,0.246
"151",2021-10-02 14:30:00,11.5,12.1,12.7,0.248
"152",2021-10-02 14:45:00,11.5,12.1,12.7,0.249
"153",2021-10-02 15:00:00,11.4,12.1,12.7,0.25
"154",2021-10-02 15:15:00,11.5,12.1,12.7,0.251
"155",2021-10-02 15:30:00,11.5,12.1,12.7,0.252
"156",2021-10-02 15:45:00,11.5,12,12.7,0.253
"157",2021-10-02 16:00:00,11.5,12,12.7,0.254
"158",2021-10-02 16:15:00,11.5,12,12.7,0.255
"159",2021-10-02 16:30:00,11.5,12,12.7,0.256
"160",2021-10-02 16:45:00,11.5,12,12.7,0.257
"161",2021-10-02 17:00:00,11.5,12,12.7,0.258
"162",2021-10-02 17:15:00,11.5,12,12.7,0.259
"163",2021-10-02 17:30:00,11.5,12,12.7,0.26
"164",2021-10-02 17:45:00,11.5,12,12.7,0.261
"165",2021-10-02 18:00:00,11.5,12,12.7,0.262
"166",2021-10-02 18:15:00,11.5,12,12.7,0.263
"167",2021-10-02 18:30:00,11.5,12,12.7,0.264
"168",2021-10-02 18:45:00,11.5,12,12.7,0.265
"169",2021-10-02 19:00:00,11.5,12,12.7,0.265
"170",2021-10-02 19:15:00,11.5,12,12.7,0.266
"171",2021-10-02 19:30:00,11.5,12,12.7,0.267
"172",2021-10-02 19:45:00,11.5,12,12.7,0.268
"173",2021-10-02 20:00:00,11.5,12,12.7,0.268
"174",2021-10-02 20:15:00,11.5,12,12.7,0.269
"175",2021-10-02 20:30:00,11.5,12,12.7,0.269
"176",2021-10-02 20:45:00,11.5,12,12.7,0.27
"177",2021-10-02 21:00:00,11.5,12,12.7,0.27
"178",2021-10-02 21:15:00,11.5,12,12.6,0.27
"179",2021-10-02 21:30:00,11.5,12,12.7,0.271
"180",2021-10-02 21:45:00,11.5,12,12.7,0.271
"181",2021-10-02 22:00:00,11.6,12,12.6,0.271
"182",2021-10-02 22:15:00,11.5,12,12.7,0.271
"183",2021-10-02 22:30:00,11.5,12,12.6,0.272
"184",2021-10-02 22:45:00,11.6,12,12.7,0.272
"185",2021-10-02 23:00:00,11.6,12,12.7,0.272
"186",2021-10-02 23:15:00,11.6,12,12.7,0.272
"187",2021-10-02 23:30:00,11.6,12,12.7,0.272
"188",2021-10-02 23:45:00,11.6,12,12.6,0.273
"189",2021-10-03 00:00:00,11.6,12,12.7,0.273
"190",2021-10-03 00:15:00,11.6,12,12.6,0.273
"191",2021-10-03 00:30:00,11.6,12,12.6,0.273
"192",2021-10-03 00:45:00,11.6,12,12.6,0.273
"193",2021-10-03 01:00:00,11.6,12,12.6,0.273
"194",2021-10-03 01:15:00,11.6,12,12.6,0.273
"195",2021-10-03 01:30:00,11.6,12,12.6,0.273
"196",2021-10-03 01:45:00,11.6,12,12.6,0.273
