"","Timestamp","Temperature.SoilTemp_15cm@WD_pit5","Temperature.SoilTemp_30cm@WD_pit5","Temperature.SoilTemp_45cm@WD_pit5","Volumetric Water Content.VWC_15cm@WD_pit5"
"1",2021-10-01 01:00:00,12.2,12.2,12.1,0.238
"2",2021-10-01 01:15:00,12.2,12.2,12,0.238
"3",2021-10-01 01:30:00,12.2,12.2,12,0.238
"4",2021-10-01 01:45:00,12.2,12.2,12,0.238
"5",2021-10-01 02:00:00,12.1,12.2,11.9,0.238
"6",2021-10-01 02:15:00,12.2,12.2,12,0.238
"7",2021-10-01 02:30:00,12.2,12.2,11.9,0.238
"8",2021-10-01 02:45:00,12.1,12.2,12,0.238
"9",2021-10-01 03:00:00,12.1,12.2,11.9,0.238
"10",2021-10-01 03:15:00,12.1,12.2,11.9,0.238
"11",2021-10-01 03:30:00,12.1,12.1,11.9,0.238
"12",2021-10-01 03:45:00,12.1,12.2,11.9,0.238
"13",2021-10-01 04:00:00,12.1,12.1,11.9,0.238
"14",2021-10-01 04:15:00,12.1,12.1,11.9,0.238
"15",2021-10-01 04:30:00,12.1,12.1,11.9,0.238
"16",2021-10-01 04:45:00,12,12.1,11.9,0.238
"17",2021-10-01 05:00:00,12,12.1,11.9,0.238
"18",2021-10-01 05:15:00,12,12.1,11.9,0.238
"19",2021-10-01 05:30:00,12,12.1,11.9,0.238
"20",2021-10-01 05:45:00,12,12.1,11.9,0.238
"21",2021-10-01 06:00:00,12,12,11.9,0.238
"22",2021-10-01 06:15:00,12,12.1,11.8,0.238
"23",2021-10-01 06:30:00,12,12.1,11.8,0.238
"24",2021-10-01 06:45:00,12,12.1,11.8,0.238
"25",2021-10-01 07:00:00,12,12.1,11.8,0.238
"26",2021-10-01 07:15:00,12,12.1,11.8,0.238
"27",2021-10-01 07:30:00,12,12.1,11.8,0.238
"28",2021-10-01 07:45:00,12,12,11.8,0.239
"29",2021-10-01 08:00:00,12,12.1,11.7,0.238
"30",2021-10-01 08:15:00,12,12,11.8,0.238
"31",2021-10-01 08:30:00,12,12.1,11.8,0.238
"32",2021-10-01 08:45:00,12,12,11.8,0.238
