Date,snowpack_cm
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-02,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-03,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-04,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-05,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-06,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-07,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-08,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-09,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-10,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-11,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-12,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-13,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-14,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-15,0
2022-11-16,0
2022-11-16,0
2022-11-16,0
2022-11-16,0
2022-11-16,0
2022-11-16,0
2022-11-16,0
2022-11-16,0
2022-11-16,0
2022-11-16,0.13
2022-11-16,0.15
2022-11-16,0.28
2022-11-16,1.21
2022-11-16,3.09
2022-11-16,5.07
2022-11-16,7.06
2022-11-16,9.05
2022-11-16,10.19
2022-11-16,11.25
2022-11-16,11.18
2022-11-16,11.83
2022-11-16,12.14
2022-11-16,12.06
2022-11-16,11.98
2022-11-17,11.9
2022-11-17,11.82
2022-11-17,11.74
2022-11-17,11.67
2022-11-17,11.6
2022-11-17,11.53
2022-11-17,11.46
2022-11-17,11.39
2022-11-17,11.33
2022-11-17,11.26
2022-11-17,11.2
2022-11-17,11.13
2022-11-17,11.07
2022-11-17,11
2022-11-17,10.94
2022-11-17,10.87
2022-11-17,10.81
2022-11-17,10.74
2022-11-17,10.68
2022-11-17,10.62
2022-11-17,10.56
2022-11-17,10.5
2022-11-17,10.44
2022-11-17,10.39
2022-11-18,10.33
2022-11-18,10.28
2022-11-18,10.22
2022-11-18,10.17
2022-11-18,10.12
2022-11-18,10.08
2022-11-18,10.04
2022-11-18,8.75
2022-11-18,7.48
2022-11-18,6.21
2022-11-18,4.95
2022-11-18,3.69
2022-11-18,2.56
2022-11-18,2.64
2022-11-18,2.63
2022-11-18,2.61
2022-11-18,2.58
2022-11-18,2.56
2022-11-18,2.53
2022-11-18,2.5
2022-11-18,2.47
2022-11-18,2.44
2022-11-18,2.42
2022-11-18,2.4
2022-11-19,2.39
2022-11-19,2.38
2022-11-19,2.37
2022-11-19,2.35
2022-11-19,2.34
2022-11-19,2.33
2022-11-19,2.32
2022-11-19,2.31
2022-11-19,2.3
2022-11-19,2.29
2022-11-19,2.28
2022-11-19,2.26
2022-11-19,2.25
2022-11-19,2.24
2022-11-19,2.22
2022-11-19,2.2
2022-11-19,2.17
2022-11-19,2.15
2022-11-19,2.12
2022-11-19,2.1
2022-11-19,2.07
2022-11-19,2.05
2022-11-19,2.02
2022-11-19,1.99
2022-11-20,1.97
2022-11-20,1.94
2022-11-20,1.92
2022-11-20,1.89
2022-11-20,1.86
2022-11-20,1.84
2022-11-20,1.81
2022-11-20,1.79
2022-11-20,1.77
2022-11-20,1.74
2022-11-20,1.72
2022-11-20,1.75
2022-11-20,1.74
2022-11-20,1.72
2022-11-20,1.7
2022-11-20,1.68
2022-11-20,1.65
2022-11-20,1.62
2022-11-20,1.58
2022-11-20,1.53
2022-11-20,1.48
2022-11-20,1.42
2022-11-20,1.37
2022-11-20,1.32
2022-11-21,1.28
2022-11-21,1.25
2022-11-21,1.22
2022-11-21,1.2
2022-11-21,1.17
2022-11-21,1.15
2022-11-21,1.13
2022-11-21,1.12
2022-11-21,1.11
2022-11-21,1.09
2022-11-21,1.08
2022-11-21,1.08
2022-11-21,1.07
2022-11-21,1.06
2022-11-21,1.05
2022-11-21,1.03
2022-11-21,1.01
2022-11-21,0.97
2022-11-21,0.93
2022-11-21,0.89
2022-11-21,0.84
2022-11-21,0.78
2022-11-21,0.73
2022-11-21,0.67
2022-11-22,0.61
2022-11-22,0.54
2022-11-22,0.48
2022-11-22,0.42
2022-11-22,0.38
2022-11-22,0.36
2022-11-22,0.33
2022-11-22,0.31
2022-11-22,0.28
2022-11-22,0.25
2022-11-22,0.22
2022-11-22,0.19
2022-11-22,0.17
2022-11-22,0.16
2022-11-22,0.15
2022-11-22,0.15
2022-11-22,0.13
2022-11-22,0.13
2022-11-22,0.11
2022-11-22,0.09
2022-11-22,0.07
2022-11-22,0
2022-11-22,0
2022-11-22,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-23,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-24,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-25,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-26,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-27,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-28,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-29,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-11-30,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-01,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-02,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
2022-12-03,0
